time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa)
2022-08-04T23:00,26.5,39,11.4,24.4,1010.3,844.3,0,0,0,28,0,0,92,17.7,268,23,0.15,2.12
2022-08-05T00:00,24.7,45,12.1,23.4,1010.9,843.9,0,0,0,30,0,0,99,13.3,251,26.6,0.1,1.7
2022-08-05T01:00,23.5,52,13,22.8,1010.9,843.3,0,0,0,29,0,0,95,11.6,248,25.9,0.07,1.39
2022-08-05T02:00,22.4,57,13.6,21.9,1010.7,842.5,0,0,0,29,0,0,96,11.3,248,23,0.05,1.15
2022-08-05T03:00,21.6,66,15,21.7,1010.7,842.1,0,0,0,29,0,0,96,10.6,242,23.8,0.04,0.87
2022-08-05T04:00,20.7,69,14.7,20.7,1010.4,841.4,0,0,0,26,0,0,85,10.8,233,24.5,0.03,0.77
2022-08-05T05:00,20.2,69,14.4,20.1,1010.1,840.9,0,0,0,27,0,0,89,10.2,225,23.8,0.03,0.73
2022-08-05T06:00,19.6,70,14,19.2,1010.3,840.8,0,0,0,23,0,0,75,11.6,202,23,0.03,0.68
2022-08-05T07:00,19.2,70,13.6,18.8,1010.6,840.8,0,0,0,27,0,3,83,10.6,198,23,0.03,0.67
2022-08-05T08:00,18.8,70,13.2,18.4,1011.1,841,0,0,0,31,0,25,52,9.4,198,22.7,0.02,0.65
2022-08-05T09:00,19.6,66,13,19.1,1010.9,841.3,0,0,0,26,0,19,48,10,206,23.4,0.05,0.78
2022-08-05T10:00,23.6,52,13.2,23.3,1010.9,843.3,0,0,0,29,0,12,71,8.7,204,20.5,0.16,1.39
2022-08-05T11:00,28.2,35,11.4,27.8,1010.4,845.2,0,0,0,41,0,25,88,5.2,164,16.9,0.3,2.47
2022-08-05T12:00,30.8,26,9.2,29.8,1009.6,845.8,0,0,0,35,0,16,83,7.2,96,20.5,0.47,3.29
2022-08-05T13:00,32.7,22,8.1,32.4,1008.7,845.9,0,0,0,22,0,0,72,7.5,55,24.1,0.61,3.86
2022-08-05T14:00,33.8,19,7.2,33.9,1008.2,846.1,0,0,0,12,0,0,39,7.4,39,24.8,0.7,4.26
2022-08-05T15:00,34.3,18,6.5,34.9,1007.6,845.8,0,0,0,17,0,3,50,6.1,40,21.2,0.74,4.45
2022-08-05T16:00,34.9,17,6.3,35.4,1006.5,845.1,0,0,0,25,0,9,64,3.4,18,17.6,0.67,4.63
2022-08-05T17:00,34.5,17,5.8,33.2,1006,844.6,0,0,0,37,0,26,70,4.2,70,14,0.5,4.56
2022-08-05T18:00,34.7,17,6.2,32.1,1006.8,845.3,0,0,0,46,0,36,82,12.8,130,15.8,0.59,4.58
2022-08-05T19:00,34.1,18,6.7,31.5,1007.4,845.5,0,0,0,51,0,41,89,12,139,21.2,0.49,4.36
2022-08-05T20:00,31.7,26,10.1,29.8,1007.3,844.3,0,0,0,53,0,39,97,13.5,124,28.4,0.31,3.44
2022-08-05T21:00,29.8,34,12.1,29.1,1008.4,844.3,0,0,0,72,0,70,99,9.7,68,18.7,0.18,2.79
2022-08-05T22:00,28.4,39,13,28.1,1008.9,844,0,0,0,38,0,16,93,8.7,73,11.5,0.11,2.36
2022-08-05T23:00,26.5,46,13.8,26.5,1009.9,843.9,0,0,0,55,0,46,90,9.1,83,12.2,0.07,1.89
2022-08-06T00:00,25.1,51,14.3,25.4,1011,844.1,0,0,0,43,0,25,93,7.4,119,13.7,0.04,1.55
2022-08-06T01:00,24.3,55,14.6,24.9,1011.2,843.9,0,0,0,31,0,5,92,6.1,152,15.8,0.03,1.37
2022-08-06T02:00,23.3,58,14.7,24.4,1011.3,843.5,0,0,0,29,0,7,82,3.3,139,15.5,0.01,1.2
2022-08-06T03:00,22.3,52,12.1,22.6,1011.9,843.5,0,0,0,16,3,8,28,2.6,124,6.1,0,1.29
2022-08-06T04:00,21.4,56,12.2,21.7,1012.2,843.3,0,0,0,14,5,10,13,2.3,162,8.3,0,1.13
2022-08-06T05:00,20.4,60,12.4,20.8,1012.4,842.9,0,0,0,6,5,1,3,2.7,157,8.3,0,0.96
2022-08-06T06:00,20,62,12.5,19.5,1014.1,844.1,0,0,0,3,0,5,1,8.8,168,7.9,0.03,0.9
2022-08-06T07:00,19.6,64,12.5,19.1,1014.9,844.6,0,0,0,40,25,24,10,8.7,156,9.4,0.03,0.83
2022-08-06T08:00,18.9,68,12.8,18.9,1015.3,844.5,0,0,0,59,36,32,23,5.9,137,9.7,0.01,0.7
2022-08-06T09:00,19.1,71,13.7,19.6,1016.4,845.6,0,0,0,39,23,12,36,5.1,129,9.7,0.03,0.64
2022-08-06T10:00,22.3,56,13.2,22.8,1016.2,847.1,0,0,0,17,0,10,35,3.4,122,15.8,0.12,1.17
2022-08-06T11:00,24,52,13.6,24.8,1015.7,847.5,0,0,0,4,0,7,0,2.2,81,21.6,0.26,1.42
2022-08-06T12:00,25.7,48,13.7,26.7,1014.8,847.6,0,0,0,3,0,4,2,3.2,27,24.1,0.41,1.73
2022-08-06T13:00,27.5,42,13.5,29.3,1013.5,847.5,0,0,0,5,0,3,12,4.4,9,25.6,0.55,2.13
2022-08-06T14:00,29.3,37,13,31.1,1012.6,847.6,0,0,0,10,0,10,13,6.1,360,26.6,0.63,2.57
2022-08-06T15:00,31.2,30,11.6,32.5,1011.3,847.4,0,0,0,21,0,30,11,8.7,353,28.8,0.71,3.18
2022-08-06T16:00,31.8,28,10.8,31.6,1010.3,846.9,0,0,0,24,0,35,11,11.5,346,31,0.65,3.4
2022-08-06T17:00,32.6,25,10.2,32.9,1009.8,846.8,0,0,0,38,0,50,26,11.3,329,29.9,0.72,3.69
2022-08-06T18:00,31.8,26,9.8,30.5,1008.5,845.3,0,0,0,46,0,43,68,12.3,3,25.9,0.58,3.49
2022-08-06T19:00,29.3,35,12.2,27.8,1012.3,847.3,0.9,0.9,0,82,0,89,95,14.8,326,34.9,0.41,2.65
2022-08-06T20:00,27.2,42,13.2,27.9,1013.4,847.2,0.1,0.1,0,80,0,83,100,2.6,304,33.1,0.21,2.09
2022-08-06T21:00,26.4,45,13.4,27,1013.7,847,0,0,0,74,1,73,99,3.3,167,15.1,0.13,1.9
2022-08-06T22:00,25.6,47,13.3,26.4,1014,846.9,0,0,0,60,0,50,100,2,225,7.9,0.04,1.75
2022-08-06T23:00,24.6,51,13.7,25,1014.1,846.5,0,0,0,49,0,33,98,5.7,288,8.3,0.03,1.53
2022-08-07T00:00,23.2,57,14.1,23.3,1014.3,845.9,0,0,0,35,0,8,99,8.7,294,9.4,0.04,1.23
2022-08-07T01:00,22.1,62,14.4,22.3,1013.5,844.7,0,0,0,31,0,5,93,8.7,277,11.5,0.03,1.02
2022-08-07T02:00,21.1,66,14.5,21.5,1012.9,843.7,0,0,0,33,0,5,99,7.5,253,12.6,0.02,0.86
2022-08-07T03:00,21,74,16.1,22.1,1012.4,843.2,0,0,0,30,0,3,93,6.4,243,15.8,0.01,0.66
2022-08-07T04:00,20.4,74,15.6,21.5,1011.7,842.4,0,0,0,23,0,1,75,5.8,248,17.6,0.01,0.63
2022-08-07T05:00,19.7,75,15.2,20.6,1011.8,842.1,0,0,0,27,0,2,85,6.1,242,19.1,0,0.57
2022-08-07T06:00,19,77,14.9,19.2,1011.6,841.5,0,0,0,37,0,28,68,9.9,213,19.8,0.01,0.5
2022-08-07T07:00,18.4,78,14.4,18.6,1012.3,841.8,0,0,0,15,0,21,7,8.8,168,18.4,0.01,0.48
2022-08-07T08:00,17.8,78,14,18.1,1014.6,843.4,0,0,0,22,0,23,26,6.9,118,16.9,0,0.44
2022-08-07T09:00,18.4,74,13.7,18.4,1016.4,845.2,0,0,0,31,23,3,30,8.4,100,19.1,0.03,0.56
2022-08-07T10:00,21.7,61,13.9,21.9,1017.1,847.5,0,0,0,29,22,4,24,7.6,82,19.4,0.14,1.01
2022-08-07T11:00,24.3,55,14.7,24.8,1017.5,849.2,0,0,0,41,31,14,15,7.4,47,25.9,0.28,1.36
2022-08-07T12:00,26.4,50,15.1,27.1,1017.6,850.3,0,0,0,35,19,27,7,9.2,26,30.6,0.44,1.72
2022-08-07T13:00,27.8,44,14.5,29.1,1017.6,851,0,0,0,38,8,43,16,10.2,23,35.3,0.57,2.09
2022-08-07T14:00,27.1,46,14.4,27.6,1016.9,850.1,1,1,0,26,4,30,15,13.2,22,32.4,0.56,1.95
2022-08-07T15:00,26.1,47,14.1,26.7,1017,849.7,0,0,0,20,5,12,28,16.3,31,32,0.62,1.78
2022-08-07T16:00,25.8,48,13.9,26.9,1017.2,849.7,0,0,0,48,28,5,67,13.9,37,30.6,0.63,1.73
2022-08-07T17:00,25.8,48,13.9,27.4,1016.9,849.4,0,0,0,71,2,67,96,4.5,29,22.3,0.52,1.73
2022-08-07T18:00,23.7,55,14.1,24.4,1016.6,848.1,0.7,0.7,0,47,11,11,100,4.6,342,18.4,0.25,1.32
2022-08-07T19:00,23.8,54,13.9,24.7,1017.2,848.7,0,0,0,74,24,38,98,2.3,72,17.6,0.19,1.35
2022-08-07T20:00,23.3,55,13.9,24.3,1017.8,848.9,0.5,0.5,0,52,13,20,95,1.8,37,15.5,0.16,1.28
2022-08-07T21:00,21.6,66,15,22.8,1018.4,848.6,0.6,0.6,0,36,0,17,85,3.4,108,24.5,0.11,0.88
2022-08-07T22:00,19.5,80,16,20.5,1019.5,848.4,0.3,0.3,0,36,4,20,67,7.3,169,10.8,0.04,0.45
2022-08-07T23:00,19,80,15.5,19.9,1020.7,849.1,0,0,0,74,24,43,90,6.7,196,11.9,0,0.44
2022-08-08T00:00,18.9,80,15.3,19.7,1021.5,849.7,0,0,0,50,0,40,88,7.4,209,9.4,0,0.45
2022-08-08T01:00,18.4,82,15.3,18.9,1020.9,849,0,0,0,34,0,17,78,9.4,223,4.7,0.01,0.38
2022-08-08T02:00,18.3,82,15.1,18.9,1020.3,848.4,0,0,0,13,0,9,26,7.9,227,2.9,0,0.39
2022-08-08T03:00,16.9,92,15.6,18,1020,847.4,0,0,0,11,0,7,23,5.6,230,12.2,0,0.15
2022-08-08T04:00,16.4,93,15.2,17.5,1019.6,846.8,0,0,0,6,0,4,12,4.7,238,11.9,0,0.14
2022-08-08T05:00,16,93,14.8,17.2,1019.4,846.4,0,0,0,2,0,2,1,3.4,238,10.8,0,0.14
2022-08-08T06:00,15.7,92,14.5,16.5,1019.6,846.5,0,0,0,31,1,36,27,4.9,197,10.4,0,0.14
2022-08-08T07:00,15.5,92,14.2,16.3,1019.7,846.4,0,0,0,18,1,25,7,3.8,197,10.8,0,0.14
2022-08-08T08:00,15.2,92,13.9,15.9,1019.9,846.4,0,0,0,10,1,10,10,4.2,211,11.2,0,0.14
2022-08-08T09:00,15.8,91,14.3,16.5,1020.6,847.3,0,0,0,9,3,5,12,5.2,205,14.8,0.01,0.17
2022-08-08T10:00,18.2,81,14.8,19.2,1020.5,848.5,0,0,0,2,0,1,3,4.5,194,14.8,0.11,0.41
2022-08-08T11:00,20.7,66,14,21.8,1019.9,849.3,0,0,0,0,0,0,0,1.1,162,14,0.25,0.84
2022-08-08T12:00,22.9,57,13.9,24.2,1018.7,849.5,0,0,0,0,0,0,0,1.8,360,18.4,0.39,1.2
2022-08-08T13:00,25.1,49,13.7,26.8,1017.9,849.9,0,0,0,5,0,8,0,5.1,356,21.6,0.53,1.61
2022-08-08T14:00,26.7,43,13.2,28.6,1016.6,849.6,0,0,0,14,0,23,0,7,348,22.7,0.62,1.99
2022-08-08T15:00,28.8,31,9.9,29.7,1015.6,849.8,0,0,0,23,0,38,0,7.3,351,22,0.66,2.73
2022-08-08T16:00,29.6,27,8.4,30.2,1014.5,849.3,0,0,0,15,0,25,0,7.2,3,22.7,0.68,3.05
2022-08-08T17:00,29.5,25,7.5,28.4,1013.7,848.6,0,0,0,15,0,25,0,7.7,11,23.8,0.54,3.1
2022-08-08T18:00,29.6,25,7.5,29.2,1012.2,847.4,0,0,0,14,0,16,15,5.6,45,25.9,0.55,3.12
2022-08-08T19:00,29.3,24,6.6,28.2,1011.8,846.9,0,0,0,6,0,5,11,4.7,32,24.1,0.46,3.1
2022-08-08T20:00,27.9,28,7.9,25.2,1011.8,846.2,0,0,0,6,0,5,11,14.5,330,25.2,0.34,2.69
2022-08-08T21:00,26.7,34,9.6,24.4,1012.4,846.1,0,0,0,9,0,9,13,15,312,20.5,0.24,2.3
2022-08-08T22:00,25.1,41,10.8,23.6,1013.4,846.1,0,0,0,1,0,0,3,11.8,282,13.3,0.12,1.89
2022-08-08T23:00,23.3,47,11.5,22.4,1014.7,846.3,0,0,0,6,0,8,5,9.3,254,14,0.06,1.51
2022-08-09T00:00,21.5,56,12.2,20.9,1015.2,845.8,0,0,0,5,0,7,3,8.6,248,13.3,0.04,1.14
2022-08-09T01:00,19.8,64,12.7,19.5,1015.3,845,0,0,0,3,0,4,1,7.6,239,13,0.02,0.84
2022-08-09T02:00,18.6,71,13.1,18.5,1015.3,844.4,0,0,0,3,0,3,3,7.1,229,13.3,0.01,0.63
2022-08-09T03:00,18.7,71,13.3,18.7,1015,844.2,0,0,0,3,0,5,0,7.1,221,16.9,0.01,0.62
2022-08-09T04:00,18.2,72,13.1,18.1,1014.8,843.8,0,0,0,7,0,11,0,7.4,219,18,0.01,0.58
2022-08-09T05:00,17.5,74,12.9,17.5,1014.8,843.4,0,0,0,1,0,2,0,6.6,221,17.6,0.01,0.51
2022-08-09T06:00,17.2,75,12.7,16.9,1015.6,843.9,0,0,0,29,0,49,0,7.9,204,16.6,0.01,0.49
2022-08-09T07:00,16.7,76,12.4,16.4,1016,844,0,0,0,21,0,35,0,7.3,200,15.8,0.01,0.46
2022-08-09T08:00,16.4,75,11.9,15.9,1016.6,844.3,0,0,0,6,0,10,0,7.5,197,14.8,0.01,0.47
2022-08-09T09:00,17.3,69,11.6,16.6,1017,845.1,0,0,0,1,0,2,0,8.7,197,16.6,0.04,0.61
2022-08-09T10:00,21.2,56,11.9,21,1017.6,847.7,0,0,0,0,0,0,0,5.5,191,15.1,0.13,1.12
2022-08-09T11:00,24.8,41,10.7,24.6,1017.4,849.3,0,0,0,0,0,0,0,3.1,144,13.7,0.27,1.84
2022-08-09T12:00,27,36,10.6,27.2,1016.8,849.9,0,0,0,2,0,4,0,2.5,82,19.8,0.42,2.28
2022-08-09T13:00,28.7,32,10.4,29.8,1016.3,850.4,0,0,0,5,0,8,0,3.4,32,25.2,0.56,2.69
2022-08-09T14:00,29.8,28,9.4,30.8,1015.8,850.5,0,0,0,12,0,20,0,4.7,23,26.3,0.63,3.01
2022-08-09T15:00,30.9,21,6,31,1015.1,850.5,0,0,0,13,0,21,0,6.3,24,20.9,0.68,3.54
2022-08-09T16:00,31.6,18,4.7,31.2,1014.7,850.4,0,0,0,10,0,17,0,7.3,20,23,0.69,3.79
2022-08-09T17:00,31.7,18,4.3,30.1,1013.8,849.7,0,0,0,8,0,13,0,8.9,14,24.1,0.62,3.84
2022-08-09T18:00,31.6,18,4.2,30.7,1013.4,849.4,0,0,0,11,0,18,0,4.2,20,23.8,0.55,3.82
2022-08-09T19:00,31.1,19,4.4,28.9,1013.2,848.9,0,0,0,17,0,28,1,5.6,15,22.3,0.42,3.68
2022-08-09T20:00,30.7,19,4.7,28.4,1012.6,848.2,0,0,0,16,0,26,0,7.2,27,21.6,0.35,3.56
2022-08-09T21:00,29.5,22,5.6,27.6,1012.6,847.7,0,0,0,13,0,21,0,5.9,38,14,0.19,3.22
2022-08-09T22:00,27.8,26,6.4,25.9,1013.4,847.5,0,0,0,1,0,1,2,6.9,47,11.5,0.09,2.78
2022-08-09T23:00,25.8,30,7.1,24.1,1014.8,847.7,0,0,0,1,0,0,2,6.5,3,16.2,0.06,2.32
2022-08-10T00:00,24,36,8,22.2,1016.1,847.9,0,0,0,0,0,0,1,9,293,17.6,0.08,1.92
2022-08-10T01:00,22.3,42,8.9,20.7,1016.9,847.7,0,0,0,1,0,1,0,9,265,17.3,0.06,1.56
2022-08-10T02:00,20.7,50,9.8,19.5,1017.7,847.5,0,0,0,1,0,2,0,7.6,267,17.3,0.04,1.23
2022-08-10T03:00,20.5,48,9.2,19.3,1018.4,848,0,0,0,1,0,2,0,6.8,270,17.6,0.04,1.24
2022-08-10T04:00,19.3,55,9.9,18.3,1018.7,847.6,0,0,0,2,0,1,3,6.5,267,17.3,0.03,1.01
2022-08-10T05:00,18.2,61,10.5,17.4,1019,847.3,0,0,0,1,0,1,2,6.3,257,16.6,0.02,0.82
2022-08-10T06:00,17.4,65,10.9,16.4,1019.6,847.4,0,0,0,1,0,1,0,8.9,230,16.6,0.03,0.69
2022-08-10T07:00,16.8,68,11,15.9,1019.7,847.1,0,0,0,0,0,0,0,8.4,220,15.8,0.02,0.61
2022-08-10T08:00,16.3,70,10.8,15.2,1019.8,846.9,0,0,0,0,0,0,0,9,217,15.1,0.02,0.56
2022-08-10T09:00,16.8,68,10.8,15.6,1020.2,847.5,0,0,0,0,0,0,0,10,218,16.9,0.04,0.62
2022-08-10T10:00,21.4,51,10.8,20.6,1020.2,849.9,0,0,0,0,0,0,0,7.1,210,14.4,0.14,1.25
2022-08-10T11:00,25.3,34,8.2,24.4,1020.2,851.9,0,0,0,0,0,0,0,3,194,14.4,0.27,2.14
2022-08-10T12:00,27.2,29,7.9,26.6,1019.7,852.5,0,0,0,0,0,0,0,2.7,337,16.2,0.42,2.55
2022-08-10T13:00,28.8,27,7.7,28.7,1019.2,852.9,0,0,0,1,0,1,0,6,327,18.7,0.57,2.91
2022-08-10T14:00,30.2,24,7.4,30.7,1018.5,852.9,0,0,0,2,0,3,1,6.2,324,20.2,0.67,3.26
2022-08-10T15:00,31.6,18,4.6,31.8,1017.4,852.7,0,0,0,4,0,3,6,6.5,326,23,0.73,3.81
2022-08-10T16:00,32.2,17,4.3,32.3,1016.5,852.3,0,0,0,8,0,10,7,6.8,328,22.3,0.73,3.99
2022-08-10T17:00,32.6,17,4.2,31.9,1016.3,852.3,0,0,0,9,0,11,8,7,325,22.7,0.67,4.09
2022-08-10T18:00,32.3,17,4.4,30.8,1015,851,0,0,0,14,0,15,18,6.8,3,21.2,0.56,4
2022-08-10T19:00,32.2,18,4.7,30,1014.9,850.9,0,0,0,26,0,10,68,9.1,351,21.2,0.51,3.97
2022-08-10T20:00,31.5,19,4.8,28.7,1014.3,850.1,0,0,0,19,0,6,52,10.7,320,24.5,0.39,3.76
2022-08-10T21:00,30,22,5.7,27.2,1014.7,849.7,0,0,0,11,0,0,36,12.3,302,27.4,0.26,3.33
2022-08-10T22:00,27.6,27,7.1,25.2,1015.3,849,0,0,0,12,0,0,39,11.5,290,25.9,0.14,2.68
2022-08-10T23:00,25.4,34,8.4,23.2,1016.5,848.9,0,0,0,13,0,1,41,12.4,278,28.1,0.11,2.15
2022-08-11T00:00,23.9,40,9.5,22,1017.5,849,0,0,0,9,0,0,31,12.3,273,24.5,0.1,1.77
2022-08-11T01:00,22.3,46,10.2,20.3,1018.3,848.8,0,0,0,10,0,0,32,14.1,274,23.4,0.09,1.44
2022-08-11T02:00,21.2,51,10.7,19.3,1018.6,848.5,0,0,0,8,0,0,26,14.8,271,24.1,0.08,1.23
2022-08-11T03:00,21,53,11.1,19.5,1018.4,848.2,0,0,0,6,0,0,19,12.7,262,26.3,0.07,1.17
2022-08-11T04:00,20.1,56,11,18.7,1018.1,847.5,0,0,0,2,0,0,5,11.7,252,25.2,0.06,1.04
2022-08-11T05:00,19.1,58,10.8,17.8,1017.4,846.4,0,0,0,0,0,0,0,10.7,237,24.1,0.04,0.92
2022-08-11T06:00,18.4,60,10.5,17,1017.4,846,0,0,0,2,0,3,0,10.9,236,23.4,0.04,0.84
2022-08-11T07:00,17.8,61,10.2,16.5,1017.5,845.8,0,0,0,4,0,7,0,9.7,228,22.7,0.03,0.79
2022-08-11T08:00,17.2,62,10,15.9,1017.4,845.4,0,0,0,1,0,2,0,8.9,220,21.6,0.03,0.74
2022-08-11T09:00,17.7,60,9.9,16.3,1017.9,846.1,0,0,0,0,0,0,0,9.4,220,22.7,0.05,0.81
2022-08-11T10:00,21.5,48,10.1,20.6,1018,848.2,0,0,0,0,0,0,0,6.9,227,20.9,0.14,1.33
2022-08-11T11:00,26,33,8.4,25.2,1017.5,850,0,0,0,0,0,0,0,2.7,247,16.6,0.27,2.27
2022-08-11T12:00,28.8,26,7.4,28.4,1016.8,850.9,0,0,0,0,0,0,0,1.1,360,16.6,0.41,2.94
2022-08-11T13:00,30.9,22,6.8,30.9,1015.8,851,0,0,0,0,0,0,0,4.1,52,19.4,0.57,3.47
2022-08-11T14:00,32.5,19,6.2,32.6,1015.2,851.3,0,0,0,0,0,0,0,7,55,23.4,0.7,3.94
2022-08-11T15:00,32.7,20,6.8,33.1,1014.3,850.7,0,0,0,2,0,1,3,7.8,56,24.1,0.75,3.97
2022-08-11T16:00,33.5,18,5.9,33.8,1013.4,850.3,0,0,0,3,0,1,7,7,55,24.1,0.74,4.26
2022-08-11T17:00,34.1,16,5,33.9,1012.6,849.9,0,0,0,5,0,5,8,6.4,47,26.3,0.7,4.47
2022-08-11T18:00,33.8,14,2.4,31.6,1010.5,848,0,0,0,9,0,9,13,9.5,25,25.2,0.61,4.55
2022-08-11T19:00,33.2,15,2.8,29.8,1010.3,847.5,0,0,0,28,0,19,56,11.9,2,19.8,0.47,4.34
2022-08-11T20:00,32,17,3.8,28.7,1010.6,847.2,0,0,0,33,0,20,70,12.5,319,15.8,0.39,3.96
2022-08-11T21:00,30.9,18,4.1,27.5,1011.2,847.2,0,0,0,28,0,12,68,14.1,274,20.9,0.29,3.66
2022-08-11T22:00,28.8,23,5.4,26.1,1011.9,846.8,0,0,0,18,0,0,60,10.9,262,20.9,0.15,3.07
2022-08-11T23:00,26.7,29,7.1,24.5,1013,846.6,0,0,0,14,0,1,44,10.1,253,25.9,0.1,2.5
2022-08-12T00:00,24.9,36,8.7,22.9,1014.1,846.6,0,0,0,17,0,1,53,11.2,249,25.2,0.1,2.02
2022-08-12T01:00,23.5,42,9.7,21.6,1014.2,846,0,0,0,13,0,0,44,12.5,252,24.8,0.09,1.69
2022-08-12T02:00,22.3,47,10.4,20.7,1014.5,845.7,0,0,0,7,0,0,23,12.3,249,25.2,0.08,1.44
2022-08-12T03:00,21.2,54,11.5,20.1,1014.4,845,0,0,0,12,0,0,41,10.9,243,24.1,0.06,1.17
2022-08-12T04:00,20.3,58,11.6,19.4,1014.3,844.4,0,0,0,16,0,0,53,9.8,234,23.4,0.04,1.01
2022-08-12T05:00,19.4,60,11.6,18.7,1014.5,844.2,0,0,0,16,0,0,54,8.4,227,22.7,0.03,0.89
2022-08-12T06:00,18.8,62,11.5,17.6,1015.9,845,0,0,0,15,0,4,41,11.9,209,20.5,0.04,0.82
2022-08-12T07:00,18.4,64,11.4,17.5,1016.2,845,0,0,0,10,0,9,14,8.9,194,18.4,0.03,0.77
2022-08-12T08:00,18,64,11.2,17.4,1017.2,845.7,0,0,0,14,0,7,34,7.2,174,17.3,0.02,0.74
2022-08-12T09:00,18.5,62,11.2,17.9,1018.3,846.9,0,0,0,14,0,0,47,6.7,164,18.4,0.04,0.8
2022-08-12T10:00,22.8,49,11.6,22.5,1019,849.7,0,0,0,13,0,0,42,5.8,112,16.2,0.14,1.42
2022-08-12T11:00,27,37,10.9,26.3,1019.1,851.9,0,0,0,7,0,0,23,7,78,17.3,0.3,2.27
2022-08-12T12:00,28.9,32,10.7,28.3,1018.5,852.3,0,0,0,6,0,0,19,7.8,77,27.4,0.46,2.7
2022-08-12T13:00,30.3,28,9.8,30,1017.5,852.2,0,0,0,0,0,0,0,9.1,81,31,0.58,3.1
2022-08-12T14:00,31.3,25,8.8,31.1,1016.6,851.9,0,0,0,1,0,1,0,10.1,90,28.4,0.67,3.44
2022-08-12T15:00,30.6,26,8.7,31.1,1015.5,850.6,0,0,0,2,0,3,1,9,85,27,0.72,3.26
2022-08-12T16:00,31.5,23,8.1,32,1014.2,850,0,0,0,4,0,4,4,6.9,81,25.2,0.69,3.54
2022-08-12T17:00,32.1,22,7.4,31.9,1013.5,849.7,0,0,0,7,0,9,6,6.9,81,23.8,0.63,3.75
2022-08-12T18:00,32.4,20,6.8,31.6,1012.2,848.7,0,0,0,8,0,8,12,7.1,24,22,0.58,3.87
2022-08-12T19:00,32,18,4.7,29.6,1011.1,847.6,0,0,0,33,0,36,39,7.4,23,19.4,0.45,3.9
2022-08-12T20:00,30.3,21,5.8,28.1,1010.8,846.6,0.1,0.1,0,45,0,36,79,8.2,41,16.6,0.31,3.4
2022-08-12T21:00,29.3,22,5.6,27.1,1011.3,846.5,0,0,0,41,0,26,86,8.1,32,9,0.19,3.18
2022-08-12T22:00,28.2,25,6.1,26.4,1012,846.5,0,0,0,32,0,9,88,5.2,34,5.4,0.08,2.88
2022-08-12T23:00,26.3,30,7.1,25.2,1012.8,846.2,0,0,0,29,0,4,87,2.3,288,10.8,0.01,2.41
2022-08-13T00:00,24.6,35,8.3,23.4,1013.3,845.8,0,0,0,25,0,1,82,5.7,235,9.7,0.05,2
2022-08-13T01:00,23.2,41,9.3,22.3,1013.8,845.5,0,0,0,27,0,2,85,4.6,231,8.6,0.03,1.67
2022-08-13T02:00,22,47,10.1,21.4,1014.1,845.2,0,0,0,31,0,5,93,4.5,241,7.6,0.02,1.41
2022-08-13T03:00,20.8,45,8.5,19.8,1014.4,844.8,0,0,0,28,0,2,90,4.7,238,14,0.02,1.35
2022-08-13T04:00,19.7,50,8.9,18.6,1014.4,844.2,0,0,0,23,0,1,75,5.6,230,16.2,0.03,1.15
2022-08-13T05:00,19,53,9.3,17.9,1014.4,843.9,0,0,0,26,0,0,88,6.1,220,17.3,0.03,1.03
2022-08-13T06:00,18.7,55,9.5,16.9,1018.4,847,0,0,0,6,0,6,7,11.8,157,16.9,0.06,0.98
2022-08-13T07:00,18.2,58,9.7,16.3,1020.3,848.3,0,0,0,3,0,5,0,12.7,125,15.8,0.05,0.89
2022-08-13T08:00,17.7,60,9.8,16.1,1021.3,848.9,0,0,0,2,1,1,0,10.9,124,14.4,0.04,0.82
2022-08-13T09:00,18.1,60,10.2,16.9,1021.4,849.2,0,0,0,1,0,1,0,9.2,159,14.8,0.05,0.83
2022-08-13T10:00,22.8,46,10.4,22.1,1021,851.3,0,0,0,1,1,0,0,5.4,180,12.6,0.13,1.51
2022-08-13T11:00,26.7,30,7.7,25.8,1019.8,852.3,0,0,0,0,0,0,0,2,225,18.4,0.26,2.45
2022-08-13T12:00,28.4,27,7.4,27.6,1018.6,852.1,0,0,0,0,0,0,0,2.5,315,23.8,0.41,2.84
2022-08-13T13:00,29.9,24,7.2,29.6,1017.3,851.8,0,0,0,0,0,0,0,5.4,340,24.5,0.56,3.2
2022-08-13T14:00,31.2,22,6.9,31,1015.8,851.2,0,0,0,0,0,0,0,8.8,351,24.5,0.68,3.56
2022-08-13T15:00,30.7,28,10,31.3,1014.5,849.9,0,0,0,1,0,1,1,10.9,351,31.7,0.74,3.2
2022-08-13T16:00,30.8,25,8.6,31.7,1013.7,849.2,0,0,0,12,0,6,29,6.4,344,28.1,0.7,3.32
2022-08-13T17:00,30.7,24,7.9,31,1012.7,848.4,0,0,0,17,0,9,38,3.3,319,21.2,0.57,3.36
2022-08-13T18:00,31.4,24,8.2,31.4,1011.4,847.6,0,0,0,40,0,40,54,2.6,74,23.4,0.51,3.52
